URL,Typical Entry-Level Education,Work Experience in a Related Occupation,On-the-job Training,"Number of Jobs, 2019","Employment Change, 2019-29",Job_Title,Yearly_Wage,Hourly_Wage,Job_Outlook_2019-29_Rate,Job_Outlook_2019-29_Discription
https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,No formal educational credential,None,See How to Become One,123400,4100,Ceramic tile mechanics,42050.0,20.22,0.03, As fast as average
https://www.bls.gov/ooh/education-training-and-library/special-education-teachers.htm,Bachelor's degree,None,None,443700,14300,High school learning support teachers,61030.0,0.0,0.03, As fast as average
https://www.bls.gov/ooh/education-training-and-library/curators-museum-technicians-and-conservators.htm,See How to Become One,None,None,37500,4200,Historical records administrators,49850.0,23.97,0.11, Much faster than average
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,High school diploma or equivalent,None,See How to Become One,1343400,3500,Procurement assistants,40540.0,19.49,0.0, Little or no change
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Medicare correspondence representatives,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Ship painter helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/business-and-financial/budget-analysts.htm,Bachelor's degree,None,None,55400,1900,"Analysts, budget",76540.0,36.8,0.03, As fast as average
https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,See How to Become One,None,Long-term on-the-job training,51900,100,Metal arts production artists,48760.0,23.44,0.0, Little or no change
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,High school diploma or equivalent,None,See How to Become One,1343400,3500,Fiscal technicians,40540.0,19.49,0.0, Little or no change
https://www.bls.gov/ooh/media-and-communication/film-and-video-editors-and-camera-operators.htm,Bachelor's degree,None,None,67900,12400,News camera operators,59810.0,28.76,0.18, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,468300,19200,Asphalt tamping machine operators,48160.0,23.16,0.04, As fast as average
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Linoleum layer helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/education-training-and-library/adult-literacy-and-ged-teachers.htm,Bachelor's degree,None,None,59300,-6200,Adult basic and secondary education and literacy teachers and instructors,54350.0,26.13,-0.1, Decline
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,File clerks,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm,No formal educational credential,None,Short-term on-the-job training,4231600,121300,Hand laborers and material movers,28710.0,13.8,0.03, As fast as average
https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,High school diploma or equivalent,See How to Become One,See How to Become One,187300,19000,Gaming department heads,23520.0,11.31,0.1, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/structural-iron-and-steel-workers.htm,High school diploma or equivalent,None,Apprenticeship,95900,4500,Erectors,53650.0,25.79,0.05, Faster than average
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Wallpaper hanger helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/arts-and-design/floral-designers.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,51800,-10400,Florists,28040.0,13.48,-0.2, Decline
https://www.bls.gov/ooh/healthcare/medical-assistants.htm,Postsecondary nondegree award,None,None,725200,139200,Autopsy assistants,34800.0,16.73,0.19, Much faster than average
https://www.bls.gov/ooh/education-training-and-library/teacher-assistants.htm,"Some college, no degree",None,None,1395900,50500,Reading aides,27920.0,0.0,0.04, As fast as average
https://www.bls.gov/ooh/education-training-and-library/teacher-assistants.htm,"Some college, no degree",None,None,1395900,50500,Basic skills improvement program instructional aides,27920.0,0.0,0.04, As fast as average
https://www.bls.gov/ooh/healthcare/surgical-technologists.htm,Postsecondary nondegree award,None,None,111300,7600,Operating room technicians,48300.0,23.22,0.07, Faster than average
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,House wirer helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Outpatient interviewing clerks,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/architecture-and-engineering/materials-engineers.htm,Bachelor's degree,None,None,27500,400,Materials engineers,93360.0,44.88,0.02, Slower than average
https://www.bls.gov/ooh/business-and-financial/accountants-and-auditors.htm,Bachelor's degree,None,None,1436100,61700,Accountants and auditors,71550.0,34.4,0.04, As fast as average
https://www.bls.gov/ooh/healthcare/recreational-therapists.htm,Bachelor's degree,None,None,19900,1700,Recreational therapists,48220.0,23.18,0.08, Much faster than average
https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,Bachelor's degree,Less than 5 years,None,209700,3400,Vocational horticulture instructors,58110.0,0.0,0.02, Slower than average
https://www.bls.gov/ooh/healthcare/veterinary-technologists-and-technicians.htm,Associate's degree,None,None,112900,18300,Veterinary x-ray operators,35320.0,16.98,0.16, Much faster than average
https://www.bls.gov/ooh/healthcare/podiatrists.htm,Doctoral or professional degree,None,Internship/residency,10500,0,Podiatric physicians,126240.0,60.69,0.0, Little or no change
https://www.bls.gov/ooh/business-and-financial/accountants-and-auditors.htm,Bachelor's degree,None,None,1436100,61700,Government accountants and auditors,71550.0,34.4,0.04, As fast as average
https://www.bls.gov/ooh/business-and-financial/financial-analysts.htm,Bachelor's degree,None,None,487800,26800,Institutional commodity analysts,81590.0,39.22,0.05, Faster than average
https://www.bls.gov/ooh/management/emergency-management-directors.htm,Bachelor's degree,5 years or more,None,10400,500,EMS directors,74590.0,35.86,0.04, As fast as average
https://www.bls.gov/ooh/management/top-executives.htm,Bachelor's degree,5 years or more,None,2774300,115000,Operations managers,104690.0,50.33,0.04, As fast as average
https://www.bls.gov/ooh/management/administrative-services-managers.htm,Bachelor's degree,Less than 5 years,None,325900,21200,Administrative directors,96940.0,46.61,0.06, Faster than average
https://www.bls.gov/ooh/construction-and-extraction/insulation-workers.htm,See How to Become One,None,See How to Become One,61300,1800,Heat and frost insulators,44180.0,21.24,0.03, As fast as average
https://www.bls.gov/ooh/construction-and-extraction/insulation-workers.htm,See How to Become One,None,See How to Become One,61300,1800,"Floor, ceiling, and wall insulators",44180.0,21.24,0.03, As fast as average
https://www.bls.gov/ooh/construction-and-extraction/elevator-installers-and-repairers.htm,High school diploma or equivalent,None,Apprenticeship,28900,1900,Freight elevator erectors,84990.0,40.86,0.07, Faster than average
https://www.bls.gov/ooh/healthcare/dentists.htm,Doctoral or professional degree,None,See How to Become One,151600,4000,Pediatric orthodontists,159200.0,76.54,0.03, As fast as average
https://www.bls.gov/ooh/personal-care-and-service/childcare-workers.htm,High school diploma or equivalent,None,Short-term on-the-job training,1146400,19500,Family child care providers,24230.0,11.65,0.02, Slower than average
https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,See How to Become One,None,See How to Become One,302100,-10000,Concrete pavement installers,46500.0,22.35,-0.03, Decline
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,Doctoral or professional degree,None,Internship/residency,752400,27300,Pediatrists,208000.0,100.0,0.04, As fast as average
https://www.bls.gov/ooh/computer-and-information-technology/computer-support-specialists.htm,See How to Become One,None,None,882300,67300,Computer support specialists,54760.0,26.33,0.08, Much faster than average
https://www.bls.gov/ooh/education-training-and-library/special-education-teachers.htm,Bachelor's degree,None,None,443700,14300,Special education kindergarten teachers,61030.0,0.0,0.03, As fast as average
https://www.bls.gov/ooh/construction-and-extraction/structural-iron-and-steel-workers.htm,High school diploma or equivalent,None,Apprenticeship,95900,4500,Steel tiers,53650.0,25.79,0.05, Faster than average
https://www.bls.gov/ooh/healthcare/medical-assistants.htm,Postsecondary nondegree award,None,None,725200,139200,Optometrist assistants,34800.0,16.73,0.19, Much faster than average
https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,Bachelor's degree,Less than 5 years,None,209700,3400,Computer-aided drafting and design instructors,58110.0,0.0,0.02, Slower than average
https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,See How to Become One,None,Long-term on-the-job training,51900,100,Scientific illustrators,48760.0,23.44,0.0, Little or no change
https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,468300,19200,Hydraulic press-in operators,48160.0,23.16,0.04, As fast as average
https://www.bls.gov/ooh/media-and-communication/photographers.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,133500,-4800,School photographers,36280.0,17.44,-0.04, Decline
https://www.bls.gov/ooh/business-and-financial/purchasing-managers-buyers-and-purchasing-agents.htm,Bachelor's degree,See How to Become One,See How to Become One,526200,-37600,"Equipment, supplies, and tools purchasing agents",69600.0,33.46,-0.07, Decline
https://www.bls.gov/ooh/construction-and-extraction/roofers.htm,No formal educational credential,None,Moderate-term on-the-job training,161600,3800,Industrial roofers,42100.0,20.24,0.02, Slower than average
https://www.bls.gov/ooh/healthcare/medical-assistants.htm,Postsecondary nondegree award,None,None,725200,139200,"Assistants, podiatric medical",34800.0,16.73,0.19, Much faster than average
https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineers.htm,Bachelor's degree,None,None,55800,1700,Air pollution control engineers,88860.0,42.72,0.03, As fast as average
https://www.bls.gov/ooh/business-and-financial/compensation-benefits-and-job-analysis-specialists.htm,Bachelor's degree,Less than 5 years,None,94400,7500,Benefits specialists,64560.0,31.04,0.08, Much faster than average
https://www.bls.gov/ooh/media-and-communication/photographers.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,133500,-4800,Fine arts photographers,36280.0,17.44,-0.04, Decline
https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,See How to Become One,None,Short-term on-the-job training,140300,13200,Remote broadcast engineers,45510.0,21.88,0.09, Much faster than average
https://www.bls.gov/ooh/arts-and-design/floral-designers.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,51800,-10400,Floral designers,28040.0,13.48,-0.2, Decline
https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,No formal educational credential,None,See How to Become One,123400,4100,Floor finishers,42050.0,20.22,0.03, As fast as average
https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,468300,19200,Angle dozer operators,48160.0,23.16,0.04, As fast as average
https://www.bls.gov/ooh/education-training-and-library/teacher-assistants.htm,"Some college, no degree",None,None,1395900,50500,Special education instructional assistants,27920.0,0.0,0.04, As fast as average
https://www.bls.gov/ooh/media-and-communication/announcers.htm,See How to Become One,None,See How to Become One,76000,700,Announcers,39790.0,19.13,0.01, Slower than average
https://www.bls.gov/ooh/business-and-financial/purchasing-managers-buyers-and-purchasing-agents.htm,Bachelor's degree,See How to Become One,See How to Become One,526200,-37600,Directors of strategic sourcing,69600.0,33.46,-0.07, Decline
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,High school diploma or equivalent,None,See How to Become One,1343400,3500,Gaming cage workers,40540.0,19.49,0.0, Little or no change
https://www.bls.gov/ooh/business-and-financial/meeting-convention-and-event-planners.htm,Bachelor's degree,None,None,138600,10800,Healthcare meeting planners,50600.0,24.33,0.08, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Plate glass installer helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,See How to Become One,None,Short-term on-the-job training,140300,13200,Video control operators,45510.0,21.88,0.09, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,No formal educational credential,None,See How to Become One,123400,4100,Laminate floor installers,42050.0,20.22,0.03, As fast as average
https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,High school diploma or equivalent,None,See How to Become One,350900,75500,Kennel workers,24990.0,12.02,0.22, Much faster than average
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,Doctoral or professional degree,None,Internship/residency,752400,27300,Anesthetists,208000.0,100.0,0.04, As fast as average
https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,See How to Become One,None,See How to Become One,302100,-10000,Stonemasons,46500.0,22.35,-0.03, Decline
https://www.bls.gov/ooh/healthcare/dentists.htm,Doctoral or professional degree,None,See How to Become One,151600,4000,Periodontists,159200.0,76.54,0.03, As fast as average
https://www.bls.gov/ooh/construction-and-extraction/drywall-and-ceiling-tile-installers-and-tapers.htm,No formal educational credential,None,Moderate-term on-the-job training,146900,-300,Drywall workers,47360.0,22.77,0.0, Little or no change
https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,Bachelor's degree,Less than 5 years,None,209700,3400,Skin care instructors,58110.0,0.0,0.02, Slower than average
https://www.bls.gov/ooh/healthcare/dental-hygienists.htm,Associate's degree,None,None,226400,13300,RDHs,76220.0,36.65,0.06, Faster than average
https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,See How to Become One,None,See How to Become One,302100,-10000,Refractory bricklayers,46500.0,22.35,-0.03, Decline
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-204300,Vending machine assemblers,33710.0,16.21,-0.11, Decline
https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,See How to Become One,None,Long-term on-the-job training,51900,100,Mural painters,48760.0,23.44,0.0, Little or no change
https://www.bls.gov/ooh/business-and-financial/budget-analysts.htm,Bachelor's degree,None,None,55400,1900,Budget managers,76540.0,36.8,0.03, As fast as average
https://www.bls.gov/ooh/management/human-resources-managers.htm,Bachelor's degree,5 years or more,None,165200,10400,Human resources directors,116720.0,56.11,0.06, Faster than average
https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm,Associate's degree,None,None,200900,-7100,Marine drafters,56830.0,27.32,-0.04, Decline
https://www.bls.gov/ooh/sales/advertising-sales-agents.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,139200,-9000,Advertising sales agents,53310.0,25.63,-0.06, Decline
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Electrician assistants,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm,Associate's degree,None,None,200900,-7100,Mechanical design drafters,56830.0,27.32,-0.04, Decline
https://www.bls.gov/ooh/construction-and-extraction/plumbers-pipefitters-and-steamfitters.htm,High school diploma or equivalent,None,Apprenticeship,490200,20900,Solar thermal installers,55160.0,26.52,0.04, As fast as average
https://www.bls.gov/ooh/production/stationary-engineers-and-boiler-operators.htm,High school diploma or equivalent,None,Long-term on-the-job training,34400,800,Stationary engineers and boiler operators,62150.0,29.88,0.02, Slower than average
https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineers.htm,Bachelor's degree,None,None,55800,1700,Environmental engineers,88860.0,42.72,0.03, As fast as average
https://www.bls.gov/ooh/construction-and-extraction/construction-and-building-inspectors.htm,High school diploma or equivalent,5 years or more,Moderate-term on-the-job training,120800,3900,Construction inspectors,60710.0,29.19,0.03, As fast as average
https://www.bls.gov/ooh/management/top-executives.htm,Bachelor's degree,5 years or more,None,2774300,115000,Executives,104690.0,50.33,0.04, As fast as average
https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,See How to Become One,None,See How to Become One,302100,-10000,Stone layers,46500.0,22.35,-0.03, Decline
https://www.bls.gov/ooh/media-and-communication/editors.htm,Bachelor's degree,Less than 5 years,None,118700,-8700,Publications editors,61370.0,29.5,-0.07, Decline
https://www.bls.gov/ooh/construction-and-extraction/carpenters.htm,High school diploma or equivalent,None,Apprenticeship,1024100,-4200,Apprentice carpenters,48330.0,23.24,0.0, Little or no change
https://www.bls.gov/ooh/installation-maintenance-and-repair/diesel-service-technicians-and-mechanics.htm,High school diploma or equivalent,None,Long-term on-the-job training,281300,9600,Diesel service technicians and mechanics,48500.0,23.32,0.03, As fast as average
https://www.bls.gov/ooh/life-physical-and-social-science/biological-technicians.htm,Bachelor's degree,None,None,87500,4300,Biological technicians,45860.0,22.05,0.05, Faster than average
https://www.bls.gov/ooh/media-and-communication/film-and-video-editors-and-camera-operators.htm,Bachelor's degree,None,None,67900,12400,Television news video editors,59810.0,28.76,0.18, Much faster than average
https://www.bls.gov/ooh/healthcare/veterinarians.htm,Doctoral or professional degree,None,None,89200,14200,Research veterinarians,95460.0,45.9,0.16, Much faster than average
https://www.bls.gov/ooh/personal-care-and-service/childcare-workers.htm,High school diploma or equivalent,None,Short-term on-the-job training,1146400,19500,Child caregivers,24230.0,11.65,0.02, Slower than average
https://www.bls.gov/ooh/education-training-and-library/curators-museum-technicians-and-conservators.htm,See How to Become One,None,None,37500,4200,Paintings conservators,49850.0,23.97,0.11, Much faster than average
https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,Bachelor's degree,Less than 5 years,None,209700,3400,Paralegal instructors,58110.0,0.0,0.02, Slower than average
https://www.bls.gov/ooh/construction-and-extraction/carpenters.htm,High school diploma or equivalent,None,Apprenticeship,1024100,-4200,Finish carpenters,48330.0,23.24,0.0, Little or no change
https://www.bls.gov/ooh/management/human-resources-managers.htm,Bachelor's degree,5 years or more,None,165200,10400,Personnel managers,116720.0,56.11,0.06, Faster than average
https://www.bls.gov/ooh/management/public-relations-managers.htm,Bachelor's degree,5 years or more,None,88000,8100,Public relations counselors,116180.0,55.86,0.09, Much faster than average
https://www.bls.gov/ooh/healthcare/veterinarians.htm,Doctoral or professional degree,None,None,89200,14200,Poultry pathologists,95460.0,45.9,0.16, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/insulation-workers.htm,See How to Become One,None,See How to Become One,61300,1800,Cork insulators,44180.0,21.24,0.03, As fast as average
https://www.bls.gov/ooh/construction-and-extraction/plumbers-pipefitters-and-steamfitters.htm,High school diploma or equivalent,None,Apprenticeship,490200,20900,"Plumbers, pipefitters, and steamfitters",55160.0,26.52,0.04, As fast as average
https://www.bls.gov/ooh/education-training-and-library/kindergarten-and-elementary-school-teachers.htm,Bachelor's degree,None,None,1579800,56100,Kindergarten teachers,59420.0,0.0,0.04, As fast as average
https://www.bls.gov/ooh/business-and-financial/accountants-and-auditors.htm,Bachelor's degree,None,None,1436100,61700,Financial auditors,71550.0,34.4,0.04, As fast as average
https://www.bls.gov/ooh/healthcare/registered-nurses.htm,Bachelor's degree,None,None,3096700,221900,Nephrology nurses,73300.0,35.24,0.07, Faster than average
https://www.bls.gov/ooh/business-and-financial/meeting-convention-and-event-planners.htm,Bachelor's degree,None,None,138600,10800,Conference services directors,50600.0,24.33,0.08, Much faster than average
https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,See How to Become One,None,Short-term on-the-job training,140300,13200,Telecasting engineers,45510.0,21.88,0.09, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Heat and frost insulator helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,Doctoral or professional degree,None,Internship/residency,752400,27300,Attending anesthesiologists,208000.0,100.0,0.04, As fast as average
https://www.bls.gov/ooh/construction-and-extraction/drywall-and-ceiling-tile-installers-and-tapers.htm,No formal educational credential,None,Moderate-term on-the-job training,146900,-300,Drywall applicators,47360.0,22.77,0.0, Little or no change
https://www.bls.gov/ooh/transportation-and-material-moving/air-traffic-controllers.htm,Associate's degree,None,Long-term on-the-job training,24300,100,Air traffic controllers,122990.0,59.13,0.01, Slower than average
https://www.bls.gov/ooh/media-and-communication/announcers.htm,See How to Become One,None,See How to Become One,76000,700,Commercial announcers,39790.0,19.13,0.01, Slower than average
https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,High school diploma or equivalent,See How to Become One,See How to Become One,187300,19000,Blackjack supervisors,23520.0,11.31,0.1, Much faster than average
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,High school diploma or equivalent,None,See How to Become One,1343400,3500,Information and record clerks,40540.0,19.49,0.0, Little or no change
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,High school diploma or equivalent,None,See How to Become One,1343400,3500,Underwriting clerks,40540.0,19.49,0.0, Little or no change
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,High school diploma or equivalent,None,See How to Become One,1343400,3500,Credit processors,40540.0,19.49,0.0, Little or no change
https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineers.htm,Bachelor's degree,None,None,328100,10800,Power distribution engineers,101250.0,48.68,0.03, As fast as average
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Helpers—Electricians,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Bridge ironworker helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/office-and-administrative-support/receptionists.htm,High school diploma or equivalent,None,Short-term on-the-job training,1105300,39500,Appointment clerks,30050.0,14.45,0.04, As fast as average
https://www.bls.gov/ooh/education-training-and-library/curators-museum-technicians-and-conservators.htm,See How to Become One,None,None,37500,4200,Processing archivists,49850.0,23.97,0.11, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/construction-and-building-inspectors.htm,High school diploma or equivalent,5 years or more,Moderate-term on-the-job training,120800,3900,Electrical inspectors,60710.0,29.19,0.03, As fast as average
https://www.bls.gov/ooh/management/administrative-services-managers.htm,Bachelor's degree,Less than 5 years,None,325900,21200,Facility managers,96940.0,46.61,0.06, Faster than average
https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,Master's degree,None,None,263400,117700,Emergency medicine nurse practitioners,115800.0,55.67,0.45, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,See How to Become One,None,See How to Become One,302100,-10000,Memorial masons,46500.0,22.35,-0.03, Decline
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Hotel desk clerks,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,High school diploma or equivalent,See How to Become One,See How to Become One,187300,19000,Shills,23520.0,11.31,0.1, Much faster than average
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Reservation sales agents,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/business-and-financial/accountants-and-auditors.htm,Bachelor's degree,None,None,1436100,61700,Field auditors,71550.0,34.4,0.04, As fast as average
https://www.bls.gov/ooh/education-training-and-library/special-education-teachers.htm,Bachelor's degree,None,None,443700,14300,Secondary school special ed teachers,61030.0,0.0,0.03, As fast as average
https://www.bls.gov/ooh/management/administrative-services-managers.htm,Bachelor's degree,Less than 5 years,None,325900,21200,Administrative managers,96940.0,46.61,0.06, Faster than average
https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm,High school diploma or equivalent,None,Short-term on-the-job training,503100,-72200,Postal service workers,52060.0,25.03,-0.14, Decline
https://www.bls.gov/ooh/healthcare/emts-and-paramedics.htm,Postsecondary nondegree award,None,None,265200,17000,Flight paramedics,35400.0,17.02,0.06, Faster than average
https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,High school diploma or equivalent,See How to Become One,See How to Become One,187300,19000,Sports book ticket writers,23520.0,11.31,0.1, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Wood tile installation helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/construction-and-extraction/painters-construction-and-maintenance.htm,No formal educational credential,None,Moderate-term on-the-job training,379500,900,"Painters, construction and maintenance",40280.0,19.37,0.0, Little or no change
https://www.bls.gov/ooh/business-and-financial/appraisers-and-assessors-of-real-estate.htm,Bachelor's degree,None,Long-term on-the-job training,75100,2200,Appraisers and assessors of real estate,57010.0,27.41,0.03, As fast as average
https://www.bls.gov/ooh/education-training-and-library/high-school-teachers.htm,Bachelor's degree,None,None,1050800,40200,High school history teachers,61660.0,0.0,0.04, As fast as average
https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,No formal educational credential,None,See How to Become One,123400,4100,Tile installers,42050.0,20.22,0.03, As fast as average
https://www.bls.gov/ooh/healthcare/licensed-practical-and-licensed-vocational-nurses.htm,Postsecondary nondegree award,None,None,721700,65700,Licensed practical and licensed vocational nurses,47480.0,22.83,0.09, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/glaziers.htm,High school diploma or equivalent,None,Apprenticeship,52800,2100,Plate glass installers,44630.0,21.46,0.04, As fast as average
https://www.bls.gov/ooh/healthcare/emts-and-paramedics.htm,Postsecondary nondegree award,None,None,265200,17000,EMTs-P,35400.0,17.02,0.06, Faster than average
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Terra cotta roofer helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/management/emergency-management-directors.htm,Bachelor's degree,5 years or more,None,10400,500,Business continuity managers,74590.0,35.86,0.04, As fast as average
https://www.bls.gov/ooh/media-and-communication/photographers.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,133500,-4800,Portrait photographers,36280.0,17.44,-0.04, Decline
https://www.bls.gov/ooh/healthcare/physician-assistants.htm,Master's degree,None,None,125500,39300,Certified physician's assistants,112260.0,53.97,0.31, Much faster than average
https://www.bls.gov/ooh/business-and-financial/management-analysts.htm,Bachelor's degree,Less than 5 years,None,876300,93800,Organizational development consultants,85260.0,40.99,0.11, Much faster than average
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,Doctoral or professional degree,None,Internship/residency,752400,27300,Brain surgeons,208000.0,100.0,0.04, As fast as average
https://www.bls.gov/ooh/management/elementary-middle-and-high-school-principals.htm,Master's degree,5 years or more,None,283200,11100,K-12 school principals,96400.0,0.0,0.04, As fast as average
https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,See How to Become One,None,Short-term on-the-job training,140300,13200,Video production assistants,45510.0,21.88,0.09, Much faster than average
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,Doctoral or professional degree,None,Internship/residency,752400,27300,Neurologists,208000.0,100.0,0.04, As fast as average
https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,Bachelor's degree,Less than 5 years,None,209700,3400,Upholstery instructors,58110.0,0.0,0.02, Slower than average
https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,High school diploma or equivalent,See How to Become One,See How to Become One,187300,19000,Race and sports book writers,23520.0,11.31,0.1, Much faster than average
